"cue","target","normed","proportion"
"treatment","sick","YES",0.052
"treatment","help","YES",0.045
"treatment","medicine","YES",0.045
"treatment","illness","YES",0.032
"treatment","care","YES",0.026
"treatment","doctor","YES",0.026
"treatment","hair","YES",0.026
"treatment","cancer","YES",0.019
"treatment","chemotherapy","NO",0.019
"treatment","drugs","YES",0.019
"treatment","hospital","YES",0.019
"treatment","medication","YES",0.019
"treatment","bandage","YES",0.013
"treatment","behavior","YES",0.013
"treatment","diagnose","NO",0.013
"treatment","disorder","YES",0.013
"treatment","fair","YES",0.013
"treatment","good","YES",0.013
"treatment","mental","YES",0.013
"treatment","pain","YES",0.013
"treble","bass","YES",0.487
"treble","clef","NO",0.217
"treble","music","YES",0.066
"treble","fear","YES",0.046
"treble","shake","YES",0.02
"treble","drum","YES",0.013
"treble","earthquake","YES",0.013
"treble","note","YES",0.013
"tree","leaf","YES",0.162
"tree","trunk","YES",0.088
"tree","house","YES",0.074
"tree","climb","YES",0.068
"tree","green","YES",0.047
"tree","stump","YES",0.047
"tree","oak","YES",0.041
"tree","shade","YES",0.041
"tree","bush","YES",0.034
"tree","forest","YES",0.034
"tree","bark","YES",0.027
"tree","branch","YES",0.027
"tree","top","YES",0.027
"tree","cat","YES",0.014
"tree","flower","YES",0.014
"tree","fort","YES",0.014
"tree","limb","YES",0.014
"tree","nature","YES",0.014
"tree","pine","YES",0.014
"tree","squirrel","YES",0.014
"tree","tall","YES",0.014
"trees","green","YES",0.2
"trees","leaves","YES",0.193
"trees","forest","YES",0.16
"trees","flowers","YES",0.047
"trees","grass","YES",0.027
"trees","big","YES",0.02
"trees","nature","YES",0.02
"trees","oak","YES",0.02
"trees","plants","YES",0.02
"trees","shade","YES",0.02
"trees","shrubs","NO",0.02
"trees","wood","YES",0.02
"trees","bark","YES",0.013
"trees","branch","YES",0.013
"trees","bushes","NO",0.013
"trees","environment","YES",0.013
"trees","life","YES",0.013
"trees","pine","YES",0.013
"trees","tall","YES",0.013
"trench","coat","YES",0.256
"trench","ditch","YES",0.231
"trench","hole","YES",0.115
"trench","war","YES",0.083
"trench","dig","YES",0.064
"trench","mouth","YES",0.026
"trench","gully","YES",0.019
"trench","deep","YES",0.013
"trench","fight","YES",0.013
"trench","mud","YES",0.013
"trench","pit","YES",0.013
"trench","rut","NO",0.013
"trend","fad","YES",0.214
"trend","fashion","YES",0.207
"trend","clothes","YES",0.071
"trend","setter","NO",0.036
"trend","style","YES",0.036
"trend","follow","YES",0.029
"trend","custom","YES",0.021
"trend","set","YES",0.021
"trend","bop","NO",0.014
"trend","fake","YES",0.014
"trial","court","YES",0.25
"trial","jury","YES",0.16
"trial","lawyer","YES",0.09
"trial","case","YES",0.076
"trial","judge","YES",0.062
"trial","error","YES",0.049
"trial","law","YES",0.028
"trial","guilt","YES",0.021
"trial","sentence","YES",0.021
"trial","test","YES",0.021
"trial","criminal","YES",0.014
"trial","judgment","YES",0.014
"trial","path","YES",0.014
"trial","tribulation","NO",0.014
"triangle","square","YES",0.432
"triangle","geometry","YES",0.095
"triangle","circle","YES",0.074
"triangle","pyramid","YES",0.041
"triangle","rectangle","YES",0.041
"triangle","bermuda","NO",0.034
"triangle","devils","NO",0.027
"triangle","shape","YES",0.027
"triangle","three","YES",0.027
"triangle","delta","NO",0.014
"triangle","gold","YES",0.014
"triangle","love","YES",0.014
"triangle","math","YES",0.014
"triangle","trigonometry","YES",0.014
"tribe","indian","YES",0.756
"tribe","africa","YES",0.055
"tribe","group","YES",0.039
"tribe","jungle","YES",0.016
"tribe","native","YES",0.016
"tribe","people","YES",0.016
"tribute","honor","YES",0.14
"tribute","salute","YES",0.049
"tribute","award","YES",0.035
"tribute","give","YES",0.035
"tribute","paper","YES",0.035
"tribute","praise","YES",0.035
"tribute","celebrate","YES",0.028
"tribute","dead","YES",0.028
"tribute","memorial","YES",0.028
"tribute","people","YES",0.028
"tribute","statue","YES",0.028
"tribute","dedication","NO",0.021
"tribute","bless","YES",0.014
"tribute","hero","YES",0.014
"tribute","money","YES",0.014
"tribute","old","YES",0.014
"tribute","pay","YES",0.014
"tribute","to","NO",0.014
"tribute","toast","YES",0.014
"trick","treat","YES",0.331
"trick","magic","YES",0.09
"trick","fool","YES",0.055
"trick","deceive","YES",0.041
"trick","game","YES",0.041
"trick","halloween","YES",0.034
"trick","prank","YES",0.034
"trick","cards","YES",0.028
"trick","dog","YES",0.021
"trick","deception","YES",0.014
"trick","hooker","NO",0.014
"trick","play","YES",0.014
"trick","question","YES",0.014
"trick","rabbit","YES",0.014
"trick","ski","YES",0.014
"tricycle","bicycle","YES",0.464
"tricycle","children","YES",0.137
"tricycle","kids","YES",0.098
"tricycle","three","YES",0.085
"tricycle","baby","YES",0.039
"tricycle","red","YES",0.02
"tricycle","preschool","NO",0.013
"tricycle","ride","YES",0.013
"tricycle","small","YES",0.013
"trigger","gun","YES",0.701
"trigger","finger","YES",0.045
"trigger","fire","YES",0.039
"trigger","happy","YES",0.032
"trigger","start","YES",0.032
"trigger","point","YES",0.013
"trigger","pull","YES",0.013
"trigonometry","math","YES",0.546
"trigonometry","calculus","YES",0.085
"trigonometry","hard","YES",0.077
"trigonometry","algebra","YES",0.054
"trigonometry","geometry","YES",0.038
"trigonometry","impossible","YES",0.031
"trigonometry","difficulty","YES",0.015
"trigonometry","formula","YES",0.015
"trim","cut","YES",0.497
"trim","hair","YES",0.103
"trim","tree","YES",0.048
"trim","fat","YES",0.034
"trim","slim","YES",0.028
"trim","beard","YES",0.021
"trim","neat","YES",0.021
"trim","scissors","YES",0.021
"trim","fit","YES",0.014
"trim","grass","YES",0.014
"trim","shorten","NO",0.014
"trim","snip","NO",0.014
"trim","thin","YES",0.014
"trip","vacation","YES",0.297
"trip","fall","YES",0.291
"trip","travel","YES",0.074
"trip","acid","YES",0.02
"trip","out","YES",0.02
"trip","airplane","YES",0.014
"trip","baggage","YES",0.014
"trip","car","YES",0.014
"trip","far","YES",0.014
"trip","journey","YES",0.014
"triumph","win","YES",0.218
"triumph","victory","YES",0.19
"triumph","car","YES",0.049
"triumph","succeed","YES",0.035
"triumph","defeat","YES",0.028
"triumph","overcome","YES",0.021
"triumph","beat","YES",0.014
"triumph","conquer","YES",0.014
"triumph","fail","YES",0.014
"triumph","glory","YES",0.014
"triumph","trumpet","YES",0.014
"trombone","instrument","YES",0.174
"trombone","music","YES",0.094
"trombone","band","YES",0.087
"trombone","trumpet","YES",0.074
"trombone","horn","YES",0.067
"trombone","loud","YES",0.054
"trombone","tuba","YES",0.054
"trombone","flute","YES",0.047
"trombone","brass","YES",0.04
"trombone","saxophone","YES",0.04
"trombone","clarinet","YES",0.034
"trombone","slide","YES",0.02
"trombone","blow","YES",0.013
"trombone","noise","YES",0.013
"trombone","play","YES",0.013
"trombone","player","YES",0.013
"trophy","win","YES",0.343
"trophy","award","YES",0.182
"trophy","prize","YES",0.131
"trophy","winner","YES",0.071
"trophy","case","YES",0.04
"trophy","gold","YES",0.04
"trophy","medal","YES",0.04
"trophy","reward","YES",0.02
"trophy","sport","YES",0.02
"tropical","island","YES",0.211
"tropical","fish","YES",0.109
"tropical","forest","YES",0.068
"tropical","storm","YES",0.048
"tropical","rain forest","NO",0.041
"tropical","beach","YES",0.034
"tropical","jungle","YES",0.034
"tropical","sun","YES",0.034
"tropical","florida","YES",0.027
"tropical","hot","YES",0.027
"tropical","paradise","YES",0.027
"tropical","desert","YES",0.02
"tropical","drink","YES",0.02
"tropical","hawaii","YES",0.02
"tropical","palm","YES",0.02
"tropical","warm","YES",0.02
"tropical","climate","YES",0.014
"tropical","disease","YES",0.014
"tropical","fruit","YES",0.014
"tropical","juice","YES",0.014
"tropical","orange juice","YES",0.014
"tropical","sunshine","YES",0.014
"tropical","weather","YES",0.014
"trot","horse","YES",0.4
"trot","run","YES",0.152
"trot","gallop","YES",0.131
"trot","walk","YES",0.048
"trot","jog","YES",0.041
"trot","canter","NO",0.034
"trot","ride","YES",0.028
"trot","fox","YES",0.014
"trouble","bad","YES",0.123
"trouble","problem","YES",0.089
"trouble","shooting","YES",0.048
"trouble","help","YES",0.041
"trouble","police","YES",0.041
"trouble","danger","YES",0.027
"trouble","fight","YES",0.027
"trouble","big","YES",0.021
"trouble","double","YES",0.021
"trouble","easy","YES",0.021
"trouble","punishment","YES",0.021
"trouble","accident","YES",0.014
"trouble","cop","YES",0.014
"trouble","crime","YES",0.014
"trouble","drug","YES",0.014
"trouble","good","YES",0.014
"trouble","hard","YES",0.014
"trouble","parent","YES",0.014
"trousers","pants","YES",0.846
"trousers","slacks","YES",0.032
"trousers","belt","YES",0.026
"trousers","jeans","YES",0.026
"trousers","shirt","YES",0.019
"trout","fish","YES",0.913
"trout","fishing","YES",0.04
"truce","peace","YES",0.351
"truce","war","YES",0.079
"truce","end","YES",0.06
"truce","agreement","YES",0.046
"truce","agree","YES",0.033
"truce","fight","YES",0.033
"truce","pact","NO",0.026
"truce","argument","YES",0.02
"truce","even","YES",0.02
"truce","stop","YES",0.02
"truce","surrender","NO",0.02
"truce","compromise","NO",0.013
"truce","fair","YES",0.013
"truce","flag","YES",0.013
"truce","free","YES",0.013
"truce","three","YES",0.013
"truce","treaty","NO",0.013
"truck","car","YES",0.264
"truck","driver","YES",0.169
"truck","van","YES",0.068
"truck","big","YES",0.061
"truck","stop","YES",0.047
"truck","tire","YES",0.034
"truck","drive","YES",0.02
"truck","dump","YES",0.02
"truck","semi","NO",0.02
"truck","wheel","YES",0.02
"truck","bus","YES",0.014
"truck","haul","YES",0.014
"truck","load","YES",0.014
"truck","mack","NO",0.014
"truck","pull","YES",0.014
"truck","road","YES",0.014
"truck","vehicle","YES",0.014
"true","false","YES",0.531
"true","honest","YES",0.077
"true","blue","YES",0.07
"true","lie","YES",0.042
"true","correct","YES",0.021
"true","love","YES",0.021
"true","real","YES",0.021
"true","untrue","YES",0.021
"true","color","YES",0.014
"true","faith","YES",0.014
"true","honor","YES",0.014
"true","right","YES",0.014
"true","self","YES",0.014
"true","virtue","YES",0.014
"trumpet","horn","YES",0.245
"trumpet","instrument","YES",0.177
"trumpet","music","YES",0.17
"trumpet","band","YES",0.095
"trumpet","player","YES",0.061
"trumpet","bugle","YES",0.034
"trumpet","brass","YES",0.027
"trumpet","blow","YES",0.02
"trumpet","clarinet","YES",0.02
"trumpet","flute","YES",0.02
"trumpet","loud","YES",0.02
"trumpet","sound","YES",0.02
"trumpet","cornet","NO",0.014
"trumpet","jazz","YES",0.014
"trumpet","trombone","YES",0.014
"trumpet","tuba","YES",0.014
"trunk","car","YES",0.333
"trunk","elephant","YES",0.122
"trunk","suitcase","YES",0.095
"trunk","tree","YES",0.088
"trunk","chest","YES",0.061
"trunk","hood","YES",0.048
"trunk","box","YES",0.041
"trunk","body","YES",0.02
"trunk","luggage","YES",0.02
"trunk","storage","YES",0.02
"trunk","arm","YES",0.014
"trunk","store","YES",0.014
"trunk","travel","YES",0.014
"trust","friend","YES",0.205
"trust","loyal","YES",0.093
"trust","honesty","YES",0.087
"trust","faith","YES",0.067
"trust","love","YES",0.04
"trust","believe","YES",0.033
"trust","distrust","NO",0.033
"trust","fund","YES",0.033
"trust","bank","YES",0.027
"trust","honor","YES",0.027
"trust","me","YES",0.027
"trust","no","YES",0.027
"trust","hate","YES",0.02
"trust","lie","YES",0.02
"trust","respect","YES",0.02
"trust","god","YES",0.013
"trust","money","YES",0.013
"trust","rely","YES",0.013
"trustworthy","friend","YES",0.23
"trustworthy","honest","YES",0.196
"trustworthy","loyal","YES",0.081
"trustworthy","faithful","YES",0.054
"trustworthy","good","YES",0.054
"trustworthy","reliable","YES",0.047
"trustworthy","truth","YES",0.027
"trustworthy","dependable","NO",0.02
"trustworthy","dog","YES",0.02
"trustworthy","me","YES",0.02
"trustworthy","responsible","YES",0.02
"trustworthy","sincere","YES",0.02
"trustworthy","bank","YES",0.014
"trustworthy","boyscout","NO",0.014
"trustworthy","liar","YES",0.014
"trustworthy","mom","YES",0.014
"truth","lie","YES",0.263
"truth","honest","YES",0.247
"truth","justice","YES",0.082
"truth","fact","YES",0.046
"truth","consequence","YES",0.041
"truth","right","YES",0.031
"truth","false","YES",0.026
"truth","good","YES",0.026
"truth","wisdom","YES",0.021
"truth","faith","YES",0.015
"truth","honor","YES",0.015
"truth","trust","YES",0.015
"truth","god","YES",0.01
"truth","light","YES",0.01
"truth","loyalty","YES",0.01
"truth","myth","YES",0.01
"truth","veracity","NO",0.01
"truthful","honest","YES",0.653
"truthful","lie","YES",0.116
"truthful","liar","YES",0.055
"truthful","dishonest","YES",0.021
"truthful","false","YES",0.021
"truthful","good","YES",0.014
"truthful","holy","YES",0.014
"try","attempt","YES",0.13
"try","hard","YES",0.096
"try","fail","YES",0.089
"try","again","YES",0.068
"try","effort","YES",0.062
"try","work","YES",0.062
"try","do","YES",0.055
"try","succeed","YES",0.048
"try","give up","YES",0.027
"try","achieve","YES",0.021
"try","experiment","YES",0.021
"try","harder","NO",0.021
"try","sample","YES",0.021
"try","chance","YES",0.014
"try","not","YES",0.014
"try","taste","YES",0.014
"tub","bath","YES",0.493
"tub","water","YES",0.221
"tub","shower","YES",0.043
"tub","sink","YES",0.036
"tub","bathroom","YES",0.029
"tub","hot","YES",0.029
"tub","basin","NO",0.014
"tub","bathe","NO",0.014
"tub","bucket","YES",0.014
"tub","fat","YES",0.014
"tub","lard","NO",0.014
"tub","wash","YES",0.014
"tuba","instrument","YES",0.248
"tuba","music","YES",0.105
"tuba","band","YES",0.098
"tuba","horn","YES",0.085
"tuba","loud","YES",0.039
"tuba","saxophone","YES",0.033
"tuba","bass","YES",0.026
"tuba","trumpet","YES",0.026
"tuba","water","YES",0.026
"tuba","blow","YES",0.02
"tuba","brass","YES",0.02
"tuba","diving","YES",0.02
"tuba","flute","YES",0.02
"tuba","clarinet","YES",0.013
"tuba","player","YES",0.013
"tuba","swimming","NO",0.013
"tuba","trombone","YES",0.013
"tube","toothpaste","YES",0.136
"tube","tire","YES",0.122
"tube","test","YES",0.082
"tube","water","YES",0.075
"tube","television","YES",0.061
"tube","hike","YES",0.054
"tube","inner","NO",0.041
"tube","raft","YES",0.021
"tube","hose","YES",0.02
"tube","sock","YES",0.02
"tube","baby","YES",0.014
"tube","blood","YES",0.014
"tube","circular","NO",0.014
"tube","cylinder","YES",0.014
"tube","hole","YES",0.014
"tube","hollow","NO",0.014
"tube","hospital","YES",0.014
"tube","picture","YES",0.014
"tube","river","YES",0.014
"tube","round","YES",0.014
"tube","science","YES",0.014
"tube","straw","YES",0.014
"tube","swim","YES",0.014
"tube","tied","NO",0.014
"tube","tunnel","YES",0.014
"tuesday","wednesday","YES",0.466
"tuesday","day","YES",0.108
"tuesday","monday","YES",0.088
"tuesday","week","YES",0.061
"tuesday","weekday","NO",0.047
"tuesday","work","YES",0.034
"tuesday","friday","YES",0.027
"tuesday","class","YES",0.02
"tuesday","school","YES",0.02
"tuesday","long","YES",0.014
"tuesday","night","YES",0.014
"tuesday","ruby","YES",0.014
"tug","pull","YES",0.58
"tug","of war","NO",0.22
"tug","boat","YES",0.093
"tug","rope","YES",0.027
"tug","push","YES",0.02
"tug","rip","YES",0.013
"tulip","flower","YES",0.782
"tulip","rose","YES",0.034
"tulip","pretty","YES",0.027
"tulip","bulb","YES",0.02
"tulip","red","YES",0.02
"tulip","holland","NO",0.014
"tulip","plant","YES",0.014
"tumble","fall","YES",0.544
"tumble","roll","YES",0.122
"tumble","weed","YES",0.033
"tumble","dry","YES",0.028
"tumble","gymnastics","YES",0.028
"tumble","down","YES",0.022
"tumble","somersault","NO",0.022
"tumble","dryer","YES",0.011
"tumble","gym","YES",0.011
"tumble","mat","YES",0.011
"tumble","thimble","YES",0.011
"tumble","toss","YES",0.011
"tumble","trip","YES",0.011
"tumor","cancer","YES",0.351
"tumor","brain","YES",0.189
"tumor","death","YES",0.061
"tumor","benign","NO",0.027
"tumor","die","YES",0.027
"tumor","growth","YES",0.02
"tumor","head","YES",0.02
"tumor","lump","YES",0.02
"tumor","pain","YES",0.02
"tumor","remove","YES",0.02
"tumor","bump","YES",0.014
"tumor","disease","YES",0.014
"tumor","health","YES",0.014
"tumor","hospital","YES",0.014
"tumor","kindergarten cop","NO",0.014
"tumor","malignant","NO",0.014
"tumor","sick","YES",0.014
"tuna","fish","YES",0.808
"tuna","sandwich","YES",0.081
"tuna","dolphin","YES",0.02
"tuna","salad","YES",0.02
"tuna","gross","YES",0.014
"tune","music","YES",0.311
"tune","song","YES",0.23
"tune","radio","YES",0.068
"tune","piano","YES",0.047
"tune","guitar","YES",0.034
"tune","instrument","YES",0.027
"tune","car","YES",0.02
"tune","rock","YES",0.02
"tune","fix","YES",0.014
"tune","note","YES",0.014
"tune","pitch","YES",0.014
"tune","sing","YES",0.014
"tune","stereo","YES",0.014
"tune","up","YES",0.014
"tunnel","dark","YES",0.25
"tunnel","love","YES",0.182
"tunnel","hole","YES",0.088
"tunnel","train","YES",0.047
"tunnel","vision","YES",0.047
"tunnel","under","YES",0.034
"tunnel","bridge","YES",0.027
"tunnel","cave","YES",0.027
"tunnel","light","YES",0.02
"tunnel","through","YES",0.02
"tunnel","close","YES",0.014
"tunnel","hollow","NO",0.014
"tunnel","mountain","YES",0.014
"tunnel","passage","YES",0.014
"tunnel","road","YES",0.014
"tunnel","subway","YES",0.014
"tunnel","tube","YES",0.014
"tunnel","underground","YES",0.014
"tupperware","plastic","YES",0.288
"tupperware","party","YES",0.15
"tupperware","bowl","YES",0.078
"tupperware","food","YES",0.046
"tupperware","microwave","YES",0.046
"tupperware","dish","YES",0.039
"tupperware","rubbermaid","NO",0.039
"tupperware","container","YES",0.033
"tupperware","kitchen","YES",0.02
"tupperware","lid","YES",0.02
"tupperware","storage","YES",0.02
"tupperware","cups","YES",0.013
"tupperware","fresh","YES",0.013
"tupperware","mother","YES",0.013
"tupperware","product","YES",0.013
"tupperware","rubber","YES",0.013
"turkey","thanksgiving","YES",0.336
"turkey","ham","YES",0.114
"turkey","chicken","YES",0.081
"turkey","bird","YES",0.067
"turkey","food","YES",0.067
"turkey","sandwich","YES",0.04
"turkey","meat","YES",0.034
"turkey","dinner","YES",0.027
"turkey","dressing","YES",0.027
"turkey","stuffing","NO",0.027
"turkey","breast","YES",0.013
"turkey","eat","YES",0.013
"turkey","hen","YES",0.013
"turkey","shoot","YES",0.013
"turn","off","YES",0.117
"turn","around","YES",0.083
"turn","on","YES",0.061
"turn","right","YES",0.061
"turn","move","YES",0.056
"turn","twist","YES",0.05
"turn","away","YES",0.039
"turn","left","YES",0.039
"turn","corner","YES",0.028
"turn","knob","YES",0.028
"turn","change","YES",0.022
"turn","rotate","NO",0.022
"turn","car","YES",0.017
"turn","over","YES",0.017
"turn","spin","YES",0.017
"turn","switch","YES",0.017
"turn","out","YES",0.011
"turn","road","YES",0.011
"turn","shift","YES",0.011
"turn","stop","YES",0.011
"turn","straight","YES",0.011
"turnip","vegetable","YES",0.308
"turnip","flower","YES",0.13
"turnip","greens","NO",0.123
"turnip","plant","YES",0.048
"turnip","gross","YES",0.034
"turnip","beet","YES",0.027
"turnip","food","YES",0.027
"turnip","carrot","YES",0.021
"turnip","red","YES",0.021
"turnip","cabbage","YES",0.014
"turnip","nasty","YES",0.014
"turnip","root","YES",0.014
"turnip","soup","YES",0.014
"turnip","truck","YES",0.014
"turtle","slow","YES",0.372
"turtle","shell","YES",0.179
"turtle","tortoise","YES",0.055
"turtle","animal","YES",0.048
"turtle","green","YES",0.028
"turtle","neck","YES",0.028
"turtle","dove","YES",0.021
"turtle","rabbit","YES",0.021
"turtle","soup","YES",0.021
"turtle","box","YES",0.014
"turtle","crawl","YES",0.014
"turtle","fish","YES",0.014
"turtle","hare","YES",0.014
"turtle","pond","YES",0.014
"turtle","snapping","NO",0.014
"turtle","swamp","YES",0.014
"turtle","toad","YES",0.014
"turtle","wax","YES",0.014
"tusk","elephant","YES",0.66
"tusk","ivory","YES",0.104
"tusk","tooth","YES",0.028
"tusk","horn","YES",0.014
"tusk","task","YES",0.014
"tutu","ballet","YES",0.361
"tutu","dance","YES",0.116
"tutu","ballerina","YES",0.109
"tutu","skirt","YES",0.054
"tutu","africa","YES",0.02
"tutu","hawaii","YES",0.02
"tutu","pink","YES",0.02
"tutu","tata","NO",0.02
"tutu","train","YES",0.02
"tutu","clothing","NO",0.014
"tutu","desmond","NO",0.014
"tutu","hat","YES",0.014
"tuxedo","prom","YES",0.291
"tuxedo","formal","YES",0.169
"tuxedo","suit","YES",0.108
"tuxedo","black","YES",0.074
"tuxedo","dress","YES",0.061
"tuxedo","wedding","YES",0.054
"tuxedo","penguin","YES",0.041
"tuxedo","tie","YES",0.041
"tuxedo","gown","YES",0.02
"tuxedo","black tie","NO",0.014
"tuxedo","rental","NO",0.014
"tweezers","eyebrows","YES",0.232
"tweezers","pluck","YES",0.127
"tweezers","splinter","YES",0.077
"tweezers","hair","YES",0.063
"tweezers","pinch","YES",0.063
"tweezers","pliers","YES",0.049
"tweezers","pull","YES",0.049
"tweezers","clippers","YES",0.021
"tweezers","pick","YES",0.021
"tweezers","tools","YES",0.021
"tweezers","eyelash","YES",0.014
"tweezers","nails","YES",0.014
"tweezers","nose","YES",0.014
"tweezers","pain","YES",0.014
"tweezers","scissors","YES",0.014
"tweezers","small","YES",0.014
"tweezers","zit","YES",0.014
"twelve","thirteen","NO",0.177
"twelve","number","YES",0.136
"twelve","eleven","NO",0.122
"twelve","disciples","NO",0.068
"twelve","dozen","YES",0.048
"twelve","monkeys","NO",0.034
"twelve","noon","YES",0.034
"twelve","o'clock","NO",0.027
"twelve","days","YES",0.02
"twelve","midnight","YES",0.02
"twelve","thirty","NO",0.02
"twelve","apostles","NO",0.014
"twelve","clock","YES",0.014
"twelve","dwarfs","NO",0.014
"twelve","hour","YES",0.014
"twelve","kid","YES",0.014
"twelve","months","NO",0.014
"twelve","six","YES",0.014
"twelve","ten","YES",0.014
"twelve","twenty-four","NO",0.014
"twelve","years","YES",0.014
"twice","once","YES",0.264
"twice","two","YES",0.236
"twice","double","YES",0.088
"twice","again","YES",0.047
"twice","three","YES",0.047
"twice","thrice","NO",0.034
"twice","shy","YES",0.027
"twice","multiply","YES",0.02
"twice","number","YES",0.02
"twice","repeat","YES",0.02
"twice","couple","YES",0.014
"twice","more","YES",0.014
"twice","multiple","NO",0.014
"twig","branch","YES",0.392
"twig","stick","YES",0.236
"twig","tree","YES",0.196
"twig","break","YES",0.034
"twig","leaf","YES",0.034
"twig","snap","YES",0.034
"twilight","zone","YES",0.176
"twilight","star","YES",0.164
"twilight","dusk","YES",0.133
"twilight","night","YES",0.133
"twilight","dawn","YES",0.097
"twilight","dark","YES",0.079
"twilight","evening","YES",0.067
"twilight","hour","YES",0.012
"twilight","romance","YES",0.012
"twin","sister","YES",0.203
"twin","brother","YES",0.145
"twin","two","YES",0.087
"twin","identical","YES",0.072
"twin","same","YES",0.072
"twin","bed","YES",0.065
"twin","double","YES",0.065
"twin","alike","YES",0.029
"twin","babies","NO",0.029
"twin","children","YES",0.029
"twin","single","YES",0.022
"twin","triplets","NO",0.022
"twin","boys","YES",0.014
"twin","girls","YES",0.014
"twin","mate","YES",0.014
"twine","string","YES",0.216
"twine","rope","YES",0.122
"twine","together","YES",0.061
"twine","twist","YES",0.054
"twine","intertwine","NO",0.027
"twine","unravel","NO",0.027
"twine","yarn","YES",0.027
"twine","mix","YES",0.02
"twine","tangle","NO",0.02
"twine","wire","YES",0.02
"twine","between","YES",0.014
"twine","bond","YES",0.014
"twine","braid","NO",0.014
"twine","line","YES",0.014
"twine","roll","YES",0.014
"twine","thread","YES",0.014
"twine","vine","YES",0.014
"twine","wrap","YES",0.014
"twinkle","star","YES",0.662
"twinkle","eye","YES",0.074
"twinkle","sparkle","NO",0.061
"twinkle","light","YES",0.027
"twinkle","glitter","NO",0.02
"twinkle","shine","YES",0.02
"twinkle","blink","NO",0.014
"twinkle","fairy","YES",0.014
"twist","turn","YES",0.275
"twist","shout","YES",0.221
"twist","dance","YES",0.081
"twist","tie","YES",0.06
"twist","shake","YES",0.034
"twist","arm","YES",0.027
"twist","curl","NO",0.027
"twist","ankle","YES",0.02
"twist","move","YES",0.02
"twist","off","YES",0.02
"twist","bend","YES",0.013
"twist","break","YES",0.013
"twist","cap","YES",0.013
"twist","oliver","NO",0.013
"twist","open","YES",0.013
"twist","pull","YES",0.013
"twist","stretch","YES",0.013
"twister","tornado","YES",0.466
"twister","movie","YES",0.162
"twister","game","YES",0.054
"twister","hurricane","YES",0.041
"twister","wind","YES",0.041
"twister","storm","YES",0.027
"twister","weather","YES",0.027
"twister","danger","YES",0.02
"twister","disaster","YES",0.014
"twister","spin","YES",0.014
"two","three","YES",0.322
"two","one","YES",0.144
"two","four","YES",0.089
"two","couple","YES",0.068
"two","number","YES",0.068
"two","double","YES",0.041
"two","pair","YES",0.034
"two","twin","YES",0.021
"two","bits","NO",0.014
"two","duo","NO",0.014
"two","friends","YES",0.014
"two","love","YES",0.014
"two","people","YES",0.014
"two","together","YES",0.014
"tylenol","aspirin","YES",0.316
"tylenol","headache","YES",0.178
"tylenol","medicine","YES",0.145
"tylenol","pain","YES",0.079
"tylenol","pill","YES",0.066
"tylenol","advil","YES",0.046
"tylenol","drug","YES",0.026
"tylenol","relief","YES",0.026
"tylenol","excedrin","YES",0.013
"tylenol","pm","NO",0.013
"tylenol","sick","YES",0.013
"type","kind","YES",0.15
"type","writer","YES",0.136
"type","write","YES",0.109
"type","print","YES",0.075
"type","paper","YES",0.068
"type","letter","YES",0.054
"type","blood","YES",0.048
"type","a","YES",0.034
"type","key","YES",0.02
"type","o","NO",0.02
"type","can't","NO",0.014
"type","cast","YES",0.014
"type","sort","NO",0.014
"type","style","YES",0.014
"type","typo","NO",0.014
"type","words","YES",0.014
"typewriter","paper","YES",0.241
"typewriter","computer","YES",0.145
"typewriter","ribbon","YES",0.076
"typewriter","letter","YES",0.062
"typewriter","word","YES",0.062
"typewriter","type","YES",0.055
"typewriter","word processor","NO",0.048
"typewriter","key","YES",0.041
"typewriter","ink","YES",0.034
"typewriter","report","YES",0.034
"typewriter","secretary","YES",0.034
"typewriter","write","YES",0.021
"typewriter","book","YES",0.014
"typewriter","homework","YES",0.014
"typewriter","printer","YES",0.014
"typewriter","story","YES",0.014
"typewriter","typist","YES",0.014
"typhoon","hurricane","YES",0.175
"typhoon","lagoon","YES",0.162
"typhoon","storm","YES",0.162
"typhoon","water","YES",0.078
"typhoon","tornado","YES",0.058
"typhoon","wind","YES",0.052
"typhoon","wave","YES",0.039
"typhoon","rain","YES",0.032
"typhoon","flood","YES",0.013
"typhoon","island","YES",0.013
"typhoon","money","YES",0.013
"typhoon","monsoon","NO",0.013
"typhoon","rich","YES",0.013
"typist","secretary","YES",0.39
"typist","typewriter","YES",0.13
"typist","fast","YES",0.091
"typist","letters","YES",0.026
"typist","paper","YES",0.026
"typist","boring","YES",0.019
"typist","fingers","YES",0.019
"typist","keys","YES",0.019
"typist","office","YES",0.019
"typist","receptionist","YES",0.019
"typist","clerk","YES",0.013
"typist","computer","YES",0.013
"typist","type","YES",0.013
"typist","words","YES",0.013
"typist","writer","YES",0.013
"ugly","pretty","YES",0.291
"ugly","duckling","NO",0.199
"ugly","gross","YES",0.071
"ugly","cute","YES",0.064
"ugly","unattractive","NO",0.035
"ugly","beautiful","YES",0.028
"ugly","face","YES",0.028
"ugly","fat","YES",0.021
"ugly","scary","YES",0.021
"ugly","dog","YES",0.014
"ugly","girl","YES",0.014
"ugly","horrendous","NO",0.014
"ugly","horrid","NO",0.014
"ugly","plain","YES",0.014
"ulcer","pain","YES",0.315
"ulcer","stomach","YES",0.235
"ulcer","stress","YES",0.101
"ulcer","sore","YES",0.04
